epoch,train_loss,train_acc,test_acc,test_loss,f1_score,balanced_acc,batch_size,learning_rate,combo_key
1,0.3799983493728321,80.58912386706949,81.03981264637002,0.4362266684432378,81.93804230906899,84.6909200613132,32,0.0001,BS32_LR0.0001
2,0.2968394470259089,85.01896999929741,83.06557377049181,0.3461891420492519,84.10938342233297,86.32615510729082,32,0.0001,BS32_LR0.0001
3,0.2584056350695295,88.0085013700555,84.8735362997658,0.3418224637400122,86.05624526531327,87.73281033188748,32,0.0001,BS32_LR0.0001
4,0.2171460530792533,91.00564416028479,83.96252927400468,0.3238305896813615,82.89234307816758,88.48494080850845,32,0.0001,BS32_LR0.0001
5,0.22540937912365672,92.21820183142462,83.8337236533958,0.5268295782698451,84.94980629072658,85.0451187388359,32,0.0001,BS32_LR0.0001
6,0.22532152155283022,92.84526569708892,82.7423887587822,0.42213862923702944,83.8727954966515,87.1682574964081,32,0.0001,BS32_LR0.0001
7,0.2969657128101718,91.14967563643177,79.13817330210773,0.5610279280399338,79.67009193481296,82.61371195598586,32,0.0001,BS32_LR0.0001
8,0.5234190028973145,81.00833743178997,79.96252927400468,0.5208791602584306,79.78051349835695,84.48192383758015,32,0.0001,BS32_LR0.0001
9,0.39026425155553146,85.73795639242137,83.43325526932084,0.4078000984039534,83.87000243780932,87.51609807026291,32,0.0001,BS32_LR0.0001
10,0.17473856024772108,94.0952949717792,84.3887587822014,0.5192490941743726,85.24276238004815,87.02546410831086,32,0.0001,BS32_LR0.0001
11,0.14561995289828622,96.38281926977213,83.96252927400468,0.5734932129832913,85.20870913132933,86.68212249387733,32,0.0001,BS32_LR0.0001
12,0.12688440179923197,97.40860441696528,84.53864168618267,0.6064145365642726,85.91188907380368,87.25363114645249,32,0.0001,BS32_LR0.0001
13,0.08877705217660298,98.27630623668001,84.82435597189696,0.6610392882765972,86.24027095626577,87.90142824575507,32,0.0001,BS32_LR0.0001
14,0.060698952067237064,98.84657720321319,84.74941451990632,0.6797413945198059,86.20206085202636,87.20371552662606,32,0.0001,BS32_LR0.0001
15,0.040800552047006076,99.21133984402445,84.84309133489461,0.7246782875911085,86.25340402392358,87.18439770196355,32,0.0001,BS32_LR0.0001
