epoch,train_loss,train_acc,test_acc,test_loss,f1_score,balanced_acc,batch_size,learning_rate,combo_key
1,0.40769456975153656,78.80980819222933,85.75644028103045,0.24908651275459878,85.27758431501692,90.06754882874786,64,5e-05,BS64_LR5e-05
2,0.23427461426594856,87.25321436099206,86.2271662763466,0.25074756763384726,84.78167140714828,90.27597456086347,64,5e-05,BS64_LR5e-05
3,0.15577620476953274,92.0343567765053,87.37470725995317,0.30903560262798013,88.60847105815324,88.65216141526916,64,5e-05,BS64_LR5e-05
4,0.09834925038024711,95.38455233143634,87.23887587822014,0.34940859147843845,88.39032511514438,89.71851515137806,64,5e-05,BS64_LR5e-05
5,0.06495037597718199,97.0895102929811,87.60421545667447,0.41071338659921985,88.71159759332149,89.57595084426012,64,5e-05,BS64_LR5e-05
6,0.0481509552232329,97.98531581535867,87.26229508196721,0.5180737360751446,88.52640679713573,88.53641389795621,64,5e-05,BS64_LR5e-05
7,0.03788703078461513,98.44082999601864,87.56908665105387,0.563894985857124,88.56634301379755,88.64199003934017,64,5e-05,BS64_LR5e-05
8,0.028227858390204946,98.9443546687276,87.63466042154566,0.511700509974878,88.876957930629,90.0541189035746,64,5e-05,BS64_LR5e-05
9,0.021379503534779364,99.19201854844376,87.43793911007026,0.5825660721744651,88.77216922269908,89.47511630427326,64,5e-05,BS64_LR5e-05
10,0.015903631916700536,99.41684816974636,87.56440281030446,0.6249434037948262,88.74764463058314,89.25355510978751,64,5e-05,BS64_LR5e-05
11,0.011832441244401665,99.61415958219162,87.79625292740046,0.6439444839195934,89.06524997008404,89.45103689834272,64,5e-05,BS64_LR5e-05
12,0.008883613767286237,99.72774538045387,87.91100702576112,0.7377512854618762,89.24237458518705,89.572422712612,64,5e-05,BS64_LR5e-05
13,0.005943177311680995,99.80385957516569,87.94613583138174,0.8226423680581554,89.29614782699963,89.52678451089886,64,5e-05,BS64_LR5e-05
14,0.0033681998557454494,99.8899271645706,88.04449648711945,0.8204515977444763,89.32982068935546,90.01171225517557,64,5e-05,BS64_LR5e-05
15,0.00207328014842485,99.94086512564697,88.11475409836066,0.8804569649705273,89.3366400239831,89.69320270198199,64,5e-05,BS64_LR5e-05
