epoch,train_loss,train_acc,test_acc,test_loss,f1_score,balanced_acc,batch_size,learning_rate,combo_key
1,0.8318363005334656,63.87386121454835,79.5784543325527,0.3822372852848705,79.97405733875246,85.92649043278938,16,1e-06,BS16_LR1e-06
2,0.349589405759855,82.1875219560177,84.59484777517564,0.30143421164299605,84.99637720844217,88.82348006704171,16,1e-06,BS16_LR1e-06
3,0.2941840961261432,85.36324035691702,85.92037470725995,0.28377778699210504,86.5130294276537,89.7273757573333,16,1e-06,BS16_LR1e-06
4,0.2661971011581619,86.91772641045458,86.76814988290398,0.27271089676708965,87.32305285222067,90.24018484017725,16,1e-06,BS16_LR1e-06
5,0.24719817867406602,88.03075013466358,87.31850117096019,0.27115669250701135,88.23177643911114,90.33821976044156,16,1e-06,BS16_LR1e-06
6,0.23329581663583948,88.82760720391579,87.4192037470726,0.2696115985896917,88.46070948986636,90.43436207131558,16,1e-06,BS16_LR1e-06
7,0.22033365688895243,89.39260872619968,87.88056206088993,0.2725835357785348,88.77879523043553,90.51372731792429,16,1e-06,BS16_LR1e-06
8,0.20893179654769722,90.04250685027752,88.20608899297424,0.27512711000736245,89.14676418521839,90.6592079259549,16,1e-06,BS16_LR1e-06
9,0.200547897382105,90.63385559380782,88.21311475409837,0.281273185502132,89.2450405246834,90.36244583371813,16,1e-06,BS16_LR1e-06
10,0.19264237492672437,91.02613644347643,88.26932084309134,0.2857910992906374,89.31774615920304,90.24668887417579,16,1e-06,BS16_LR1e-06
11,0.188439874427079,91.36279538162486,88.28337236533957,0.2915956666875413,89.29953853418388,90.45018512191157,16,1e-06,BS16_LR1e-06
12,0.18423009259752773,91.55600833743179,88.28337236533957,0.29405062208215593,89.36298364298226,90.72643108211757,16,1e-06,BS16_LR1e-06
13,0.17983289544966805,91.83119042600529,88.48711943793911,0.29796209390716244,89.51445203056511,90.71035019489648,16,1e-06,BS16_LR1e-06
14,0.17519576105459286,91.98868825967821,88.48243559718969,0.2966440103396528,89.47155942214232,90.84550315177707,16,1e-06,BS16_LR1e-06
15,0.1734555843917858,92.07124288625026,88.49414519906324,0.2999388731165718,89.53089676253731,90.78000337586764,16,1e-06,BS16_LR1e-06
