epoch,train_loss,train_acc,test_acc,test_loss,f1_score,balanced_acc,batch_size,learning_rate,combo_key
1,0.8974618647609055,59.84097988243284,78.42388758782202,0.38218410776349043,78.46297867280258,85.14425067569063,32,1e-06,BS32_LR1e-06
2,0.34814920494979845,80.94334761938218,83.96487119437938,0.30115117970086663,84.52808548446882,88.35275232142021,32,1e-06,BS32_LR1e-06
3,0.29651955427283,84.08744935478583,85.37470725995317,0.27347458420174847,85.9682321670713,89.21432218545759,32,1e-06,BS32_LR1e-06
4,0.2711393083768498,85.67765053045738,86.00936768149883,0.26235946267843246,86.74491544284179,89.63980647530539,32,1e-06,BS32_LR1e-06
5,0.250807155120131,86.79067425466638,86.64168618266979,0.25959418435417086,87.38269119835746,90.16379758391396,32,1e-06,BS32_LR1e-06
6,0.23578270349153288,87.39607484952809,87.15456674473067,0.25225007008998357,87.81477753729979,90.3042429125173,32,1e-06,BS32_LR1e-06
7,0.2270759918237417,88.02430970280335,87.17096018735363,0.2532532381793756,88.0323530424264,90.3248579014113,32,1e-06,BS32_LR1e-06
8,0.21657212091831063,88.62971029766506,87.72131147540983,0.25320943810101526,88.6303925773321,90.43238872755106,32,1e-06,BS32_LR1e-06
9,0.20972919634080314,89.05126583760743,87.66978922716628,0.2544320792810859,88.69821513249411,90.37130864555647,32,1e-06,BS32_LR1e-06
10,0.20396130540784702,89.3920232323942,87.78220140515222,0.253006327657329,88.74269303829959,90.39262582980795,32,1e-06,BS32_LR1e-06
11,0.1987264228600181,89.69472352982505,87.69789227166275,0.2537703484150299,88.59102792866412,90.68489356714086,32,1e-06,BS32_LR1e-06
12,0.19284143371478912,89.94414389095763,88.02341920374708,0.2513908485941282,88.85727516846012,90.83034177015959,32,1e-06,BS32_LR1e-06
13,0.19006054921884546,90.08524789807724,88.04449648711945,0.2567043996049782,88.9926371873542,90.55458660796751,32,1e-06,BS32_LR1e-06
14,0.18857021137559768,90.24801517599944,87.98360655737704,0.2539345153499297,88.94852499851137,90.6709892996608,32,1e-06,BS32_LR1e-06
15,0.18544724306008617,90.36569943090002,87.97658079625292,0.2561349682795923,88.96212299370502,90.68056492968739,32,1e-06,BS32_LR1e-06
