epoch,train_loss,train_acc,test_acc,test_loss,f1_score,balanced_acc,batch_size,learning_rate,combo_key
1,0.07136974083353916,78.0445677884728,85.68618266978922,0.04261541467732035,87.04375723254665,87.63809363458684,32,2e-05,BS32_LR2e-05
2,0.03728669493563149,87.41481065130331,87.89227166276346,0.036802075685033304,88.7454595212681,88.80551497748228,32,2e-05,BS32_LR2e-05
3,0.025095980235474213,92.02674535703412,88.01405152224825,0.04035386804295948,88.8742581547141,88.21595225182263,32,2e-05,BS32_LR2e-05
4,0.014877332526657091,95.58830417574183,88.0,0.05482440821317196,88.80044458233857,88.0828057480349,32,2e-05,BS32_LR2e-05
5,0.009574073126777593,97.34478559216844,88.13348946135832,0.07913023658246779,89.27295028800557,90.06974476663792,32,2e-05,BS32_LR2e-05
6,0.006864924010386343,98.18965315346964,88.11709601873537,0.07782508304415878,88.72233680642259,87.37999645114157,32,2e-05,BS32_LR2e-05
7,0.005090313226738119,98.7359188739783,87.97189695550351,0.08562673339927622,88.90515018909507,88.52873689563329,32,2e-05,BS32_LR2e-05
8,0.0038817183672510613,99.05735497318439,88.1639344262295,0.09996852012592625,89.17337259272018,89.67771826756129,32,2e-05,BS32_LR2e-05
9,0.0029353382059573974,99.3225836670648,88.40281030444966,0.10463323211164681,89.54827197449022,89.86503999227602,32,2e-05,BS32_LR2e-05
10,0.0023767996079730245,99.48417995737606,88.15456674473067,0.11587159874060002,89.26735919542882,89.05654101103978,32,2e-05,BS32_LR2e-05
11,0.001723247201784771,99.62060001405185,88.42622950819671,0.13954672073793317,89.57404119669333,89.72571340220946,32,2e-05,BS32_LR2e-05
12,0.0013912717417998936,99.73008735567578,88.4192037470726,0.1379854357029237,89.59521779953316,90.04966415259732,32,2e-05,BS32_LR2e-05
13,0.0009430932843505549,99.79449167427809,88.52224824355972,0.15878779803482576,89.57575191455028,89.46912051399704,32,2e-05,BS32_LR2e-05
14,0.0007195999339521574,99.85245556102016,88.59953161592506,0.16657625209772015,89.63543955903324,89.92020041385119,32,2e-05,BS32_LR2e-05
15,0.0005298812074867841,99.89578210262536,88.6791569086651,0.17070020700791824,89.71677147264093,89.99046489161962,32,2e-05,BS32_LR2e-05
