epoch,train_loss,train_acc,test_acc,test_loss,f1_score,balanced_acc,batch_size,learning_rate,combo_key
1,0.05884550610831466,80.89065317688939,83.9695550351288,0.04962065513856179,85.31035843971364,85.09435733713336,32,0.0001,BS32_LR0.0001
2,0.042385761673520705,85.5669922012225,84.30913348946136,0.048590017521705074,85.61913919644059,86.9454444845719,32,0.0001,BS32_LR0.0001
3,0.03402935090975863,89.0331155296377,84.19906323185012,0.051212834282900285,83.10110848501532,82.22981785899671,32,0.0001,BS32_LR0.0001
4,0.02459179787781772,92.47874657486123,85.2599531615925,0.05048802975697743,86.3811711824249,86.06715144745145,32,0.0001,BS32_LR0.0001
5,0.017500298085026064,94.90327642333544,84.52459016393442,0.05853089455808146,84.89076435441915,83.09123104165866,32,0.0001,BS32_LR0.0001
6,0.012655440151179628,96.57603222557906,85.51522248243559,0.08291174450606693,86.74733285912214,87.42953962608914,32,0.0001,BS32_LR0.0001
7,0.009493301441626118,97.53565657275347,85.26697892271663,0.08120733693500193,86.5742009938892,86.97722151161508,32,0.0001,BS32_LR0.0001
8,0.006854048920397502,98.24878802782267,85.33723653395785,0.10529631682739625,86.32685616300688,85.96336132832329,32,0.0001,BS32_LR0.0001
9,0.005338155443561448,98.7528981943371,85.3255269320843,0.10512832349882642,86.51255165915924,87.05755421973421,32,0.0001,BS32_LR0.0001
10,0.0039207226633979145,99.09716855195673,85.14754098360656,0.13490761329718798,86.4648508309498,87.31645038504531,32,0.0001,BS32_LR0.0001
11,0.0028081354539054846,99.38464601044521,85.35362997658079,0.14149324205703598,86.44530573133284,86.93193917387147,32,0.0001,BS32_LR0.0001
12,0.0019059855713045796,99.58664137333427,85.6112412177986,0.16992419047057636,86.68231549818312,86.84972495547765,32,0.0001,BS32_LR0.0001
13,0.0012466707416141515,99.73945525656339,85.60889929742389,0.16788803090617493,86.50560965969842,86.34196288794409,32,0.0001,BS32_LR0.0001
14,0.000705527523699071,99.86650741235158,85.81498829039813,0.18965202708618956,86.98536782224657,87.34036143911506,32,0.0001,BS32_LR0.0001
15,0.0003440452281925531,99.93676666900865,85.91334894613584,0.21950818309965603,87.06444200581772,87.38935988184173,32,0.0001,BS32_LR0.0001
