epoch,train_loss,train_acc,test_acc,test_loss,f1_score,balanced_acc,batch_size,learning_rate,combo_key
1,0.06120148468127564,80.5217920794398,85.37704918032787,0.041933104546439504,86.75546069153293,87.93670740884355,64,0.0001,BS64_LR0.0001
2,0.03911677469265968,86.87674184407129,85.63466042154568,0.04363548224178439,86.84054331186859,87.47748705566534,64,0.0001,BS64_LR0.0001
3,0.02885459004592537,90.7849129956205,85.79859484777518,0.04824207425898242,86.10265743655853,85.1837482470461,64,0.0001,BS64_LR0.0001
4,0.01940604825605317,94.17843509215672,86.59953161592506,0.050617008563409935,87.18210423824836,86.30535509785604,64,0.0001,BS64_LR0.0001
5,0.013159969660339919,96.26454952106607,86.54098360655738,0.06622325117744417,87.33787765935509,86.46645874910256,64,0.0001,BS64_LR0.0001
6,0.009127466559524199,97.46949577273473,86.3887587822014,0.0765279732159378,87.36185874880093,88.22765138227354,64,0.0001,BS64_LR0.0001
7,0.006907792725015957,98.18028525258202,86.52459016393442,0.0921544626795737,87.53162060014722,87.37634865797327,64,0.0001,BS64_LR0.0001
8,0.004903512812664154,98.74177381203307,86.43091334894613,0.11144420710492678,87.48817036941315,87.38754240456234,64,0.0001,BS64_LR0.0001
9,0.0037178710142912346,99.07199231832128,86.36768149882904,0.10622363433264151,86.5874389563527,85.16411462098534,64,0.0001,BS64_LR0.0001
10,0.002692309938658136,99.33605002459073,86.288056206089,0.13238286815477748,87.18299069528753,86.29038308314776,64,0.0001,BS64_LR0.0001
11,0.001996248270610721,99.53511791845243,86.59250585480093,0.11282439333453641,87.84126207266716,88.68069424615172,64,0.0001,BS64_LR0.0001
12,0.0012542525037721416,99.69085927070891,86.54332552693208,0.138308149315612,87.80690106558282,87.99138103801654,64,0.0001,BS64_LR0.0001
13,0.0007740101306660806,99.82435185835733,86.70023419203747,0.16008407895733506,87.74513216219445,88.05690377670848,64,0.0001,BS64_LR0.0001
14,0.0004210510825677776,99.91217592917867,86.82669789227167,0.17737849183383392,88.03639172192904,88.13409434356583,64,0.0001,BS64_LR0.0001
15,0.0002416004513536308,99.9426216070634,86.78454332552693,0.18554953172242458,88.0299599949862,88.68531245104305,64,0.0001,BS64_LR0.0001
