epoch,train_loss,train_acc,test_acc,test_loss,f1_score,balanced_acc,batch_size,learning_rate,combo_key
1,0.06558672999230664,79.55279983137778,86.19906323185012,0.040832070193203264,87.28863007156541,87.37817425145677,128,0.0001,BS128_LR0.0001
2,0.03694683780635564,87.51200262301225,87.19672131147541,0.038771573889130606,88.2447808225375,88.06525174481541,128,0.0001,BS128_LR0.0001
3,0.02569476942556181,91.88329937469261,86.62295081967213,0.044415254893149445,87.71095732534233,88.8668957712064,128,0.0001,BS128_LR0.0001
4,0.016214823115561227,95.18138598093633,86.88056206088993,0.04844439670465842,88.34259036563995,88.56793409128313,128,0.0001,BS128_LR0.0001
5,0.010547029092377714,97.07428745403874,86.86182669789227,0.0676672728230318,87.87277111018487,87.2704233980528,128,0.0001,BS128_LR0.0001
6,0.00744262310512336,98.00815007377221,86.76580796252928,0.078115219925112,87.80718655129483,87.38830489319686,128,0.0001,BS128_LR0.0001
7,0.005702396605010336,98.5110892526757,86.65573770491804,0.08474049881702947,86.93729736286532,85.31485830125911,128,0.0001,BS128_LR0.0001
8,0.004031572909611504,98.97889880325066,87.17330210772833,0.09581808634325416,88.13797578513697,88.20295522528788,128,0.0001,BS128_LR0.0001
9,0.00293799993655756,99.2745731750158,86.88290398126463,0.08491196434297961,87.96604618211411,87.76913397351512,128,0.0001,BS128_LR0.0001
10,0.0022489736553836155,99.43207100868872,87.0655737704918,0.1108030949211763,88.12016361042765,88.81447430003976,128,0.0001,BS128_LR0.0001
11,0.0016055369300163685,99.63348087777231,87.22950819672131,0.10137754142797457,87.788187473991,86.62904441216148,128,0.0001,BS128_LR0.0001
12,0.0011012266554729316,99.73828426895244,87.4824355971897,0.13961709224936847,88.52244305426463,88.32741492407598,128,0.0001,BS128_LR0.0001
13,0.000678038383258841,99.85596852385302,87.3231850117096,0.1268889616427575,88.42941404397003,88.40426618550022,128,0.0001,BS128_LR0.0001
14,0.00045091631927346595,99.90456450970748,87.42857142857143,0.14169386796608657,88.49647935572264,87.67976580050453,128,0.0001,BS128_LR0.0001
15,0.0001927155503174989,99.95023302653458,87.55737704918033,0.1631599715548361,88.61160152939256,88.60293877918396,128,0.0001,BS128_LR0.0001
