epoch,train_loss,train_acc,test_acc,test_loss,f1_score,balanced_acc,batch_size,learning_rate,combo_key
1,0.08883867176033361,74.26637626173915,85.65339578454333,0.04211306647247005,86.6641327468186,87.94056221039244,128,2e-05,BS128_LR2e-05
2,0.03882771518346522,86.66069462985081,87.98829039812647,0.03619516779763435,88.80699784144049,88.42104545306707,128,2e-05,BS128_LR2e-05
3,0.028773847458821333,90.44005714419542,88.4496487119438,0.03744643266887186,89.15829359521055,89.02266217281979,128,2e-05,BS128_LR2e-05
4,0.020001684334338382,93.56308110260194,88.43559718969554,0.04112199440732331,89.19450249616725,88.79625420359837,128,2e-05,BS128_LR2e-05
5,0.013681623815429792,95.80083842712943,88.5807962529274,0.048858232656772624,89.31150200199532,88.64970782360956,128,2e-05,BS128_LR2e-05
6,0.009634407998624254,97.14864516733412,88.41217798594847,0.06627515284623393,89.09653957096207,88.30498003646512,128,2e-05,BS128_LR2e-05
7,0.007138828779762604,97.96892198880536,88.69555035128805,0.06796237807943971,89.17361676229551,88.09589515705629,128,2e-05,BS128_LR2e-05
8,0.0055394369647105675,98.47010468629242,88.70725995316158,0.07002108632782084,89.63978004441437,90.02230119698407,128,2e-05,BS128_LR2e-05
9,0.004341364304710804,98.84013677135296,88.82669789227167,0.07283269267663092,89.56714727198944,89.33204504417792,128,2e-05,BS128_LR2e-05
10,0.0032918344720415877,99.11707534134288,88.7728337236534,0.08492254463030015,89.49806332420343,89.01773840600974,128,2e-05,BS128_LR2e-05
11,0.0026640360217239736,99.32199817325933,88.85011709601874,0.09654832797537664,89.68183398628832,89.82384679340424,128,2e-05,BS128_LR2e-05
12,0.0022123392069676746,99.42680156443944,88.8407494145199,0.10301776519770216,89.5933280763435,89.69301708984979,128,2e-05,BS128_LR2e-05
13,0.0017747073534589758,99.54214384411813,88.89227166276346,0.10817861976380834,89.57379589474415,89.15068507279568,128,2e-05,BS128_LR2e-05
14,0.0013667003051346222,99.64694723529826,89.06088992974239,0.11160273321285219,89.85793313785763,90.02233923179507,128,2e-05,BS128_LR2e-05
15,0.00111936077412653,99.71018056628961,89.0,0.11587930308978357,89.79402460272871,89.70937044213846,128,2e-05,BS128_LR2e-05
