epoch,train_loss,train_acc,test_acc,test_loss,f1_score,balanced_acc,batch_size,learning_rate,combo_key
1,0.05832720459022273,80.95388650788075,82.62997658079625,0.049652632490762134,81.46530877953371,79.46165805714459,16,0.0001,BS16_LR0.0001
2,0.04967313702076464,83.42993981123679,81.34894613583138,0.05681499333458308,80.41309640809722,85.47416805971754,16,0.0001,BS16_LR0.0001
3,0.06460701599128248,77.99245883978547,51.51288056206089,0.11132201308690907,22.666007172004452,33.33333333333333,16,0.0001,BS16_LR0.0001
4,0.1075962148791733,49.66334106185157,51.51288056206089,0.10665262771896675,22.666007172004452,33.33333333333333,16,0.0001,BS16_LR0.0001
5,0.10711800660336046,50.087824070821334,51.51288056206089,0.10687229899866119,22.666007172004452,33.33333333333333,16,0.0001,BS16_LR0.0001
6,0.1068466588080069,50.64697065505047,51.51288056206089,0.10674281913540076,22.666007172004452,33.33333333333333,16,0.0001,BS16_LR0.0001
7,0.1067296769998671,50.963722803812736,51.51288056206089,0.10658915451723969,22.666007172004452,33.33333333333333,16,0.0001,BS16_LR0.0001
8,0.10672477536723542,51.11653668704185,51.51288056206089,0.10665911022935212,22.666007172004452,33.33333333333333,16,0.0001,BS16_LR0.0001
9,0.10666297924253365,51.2734490269093,44.58782201405152,0.10685034925323963,20.55858803457566,33.33333333333333,16,0.0001,BS16_LR0.0001
10,0.10666267705605795,51.26232464460526,51.51288056206089,0.10658092967923012,22.666007172004452,33.33333333333333,16,0.0001,BS16_LR0.0001
11,0.10662998288171911,51.370640998618235,51.51288056206089,0.1067706954031457,22.666007172004452,33.33333333333333,16,0.0001,BS16_LR0.0001
12,0.10662040691604659,51.447926180941,51.51288056206089,0.10661408688723706,22.666007172004452,33.33333333333333,16,0.0001,BS16_LR0.0001
13,0.10659803809829282,51.475444389798355,51.51288056206089,0.10659271283246194,22.666007172004452,33.33333333333333,16,0.0001,BS16_LR0.0001
14,0.10656284297378057,51.51115951193236,51.51288056206089,0.106509415413968,22.666007172004452,33.33333333333333,16,0.0001,BS16_LR0.0001
15,0.10654796834851875,51.51408698095974,51.51288056206089,0.10651124798322537,22.666007172004452,33.33333333333333,16,0.0001,BS16_LR0.0001
