epoch,train_loss,train_acc,test_acc,test_loss,f1_score,balanced_acc,batch_size,learning_rate,combo_key
1,0.07360272472131342,77.608960397199,85.81967213114754,0.0409487770357264,86.84427646916232,86.79044555903143,128,5e-05,BS128_LR5e-05
2,0.03646864746226353,87.6759408885454,87.88992974238876,0.036333794376539615,89.00384148801031,88.94418794464389,128,5e-05,BS128_LR5e-05
3,0.024464001582607572,92.12335183493758,86.5831381733021,0.04087829134778348,86.84171850877603,84.8836748222723,128,5e-05,BS128_LR5e-05
4,0.014695892923368552,95.57893627485421,87.90866510538642,0.05455219757347228,88.72943280055713,87.64961102557058,128,5e-05,BS128_LR5e-05
5,0.009423633600578187,97.33190472844797,87.66744730679157,0.05966546465112956,87.81276630532324,86.3068744375815,128,5e-05,BS128_LR5e-05
6,0.006521300076810496,98.24000562074053,88.07728337236534,0.07555441920851876,89.11228905912351,88.6379091018616,128,5e-05,BS128_LR5e-05
7,0.004770154467010382,98.73767535539474,88.10538641686183,0.08114498328350618,89.05862065322069,89.01000273976014,128,5e-05,BS128_LR5e-05
8,0.003692494909264224,99.07199231832128,87.8758782201405,0.08002617642350361,88.87587968941192,88.10647916348645,128,5e-05,BS128_LR5e-05
9,0.0026271823000543044,99.32316916087028,87.92271662763466,0.09575113209109463,88.94171040459997,88.99040948475871,128,5e-05,BS128_LR5e-05
10,0.0018984981918842,99.5116981662334,88.14988290398126,0.11340247327740678,89.1031594278234,88.68885614348176,128,5e-05,BS128_LR5e-05
11,0.0015502290727168104,99.62996791493946,88.02341920374708,0.104510220169218,89.17884953598536,89.71535888807604,128,5e-05,BS128_LR5e-05
12,0.0010566101853818806,99.74648118222909,87.9976580796253,0.11868506862954822,89.01357816082039,89.13709932631342,128,5e-05,BS128_LR5e-05
13,0.0006803213963983526,99.85421204243659,88.10772833723654,0.13687314881669904,89.06135689765303,89.00125135534984,128,5e-05,BS128_LR5e-05
14,0.0004434925444887797,99.89578210262536,88.33957845433255,0.14490073613688617,89.33627546777649,89.3465913742211,128,5e-05,BS128_LR5e-05
15,0.00033914800304656105,99.9233003114827,88.41217798594847,0.14950950429245027,89.38547553749542,89.18766543812782,128,5e-05,BS128_LR5e-05
