epoch,train_loss,train_acc,test_acc,test_loss,f1_score,balanced_acc,batch_size,learning_rate,combo_key
1,0.17314786764623163,57.94280896508115,78.05386416861828,0.061260582639384054,78.10525773410582,83.62553746189576,64,1e-06,BS64_LR1e-06
2,0.05797156610387615,78.9034872011054,83.21779859484778,0.04908097160333199,83.92347638178494,86.3927539451911,64,1e-06,BS64_LR1e-06
3,0.04855625351919535,82.99316143235204,84.95316159250585,0.044356633211948916,85.89746100965033,86.70395861007964,64,1e-06,BS64_LR1e-06
4,0.04447412531042689,84.53125365933629,85.56908665105387,0.04202040217950673,86.4657344948366,86.88902321129227,64,1e-06,BS64_LR1e-06
5,0.041805944087611194,85.52073819058994,86.08196721311475,0.04115504997609529,87.02886806547195,87.13126796205427,64,1e-06,BS64_LR1e-06
6,0.039763201462888635,86.2900770509848,86.58782201405153,0.03978637274087011,87.4805683086882,87.18526788304054,64,1e-06,BS64_LR1e-06
7,0.03810342345296019,86.80062764935947,86.91569086651054,0.03941728759690852,87.81211920485204,87.71224111539007,64,1e-06,BS64_LR1e-06
8,0.037051479323425514,87.33225602473127,87.11007025761124,0.03875549333058521,87.69903399485887,86.83600600928192,64,1e-06,BS64_LR1e-06
9,0.03609206118303745,87.59104428675144,87.36065573770492,0.038553645227851714,88.06397274812232,87.40072895848888,64,1e-06,BS64_LR1e-06
10,0.03516623758598911,87.98742359305838,87.4192037470726,0.03818935264615777,87.92727412339572,86.95343715749758,64,1e-06,BS64_LR1e-06
11,0.034506883116284755,88.1425794515094,87.6112412177986,0.038240758704947315,88.47866608568914,88.28723705226919,64,1e-06,BS64_LR1e-06
12,0.03395491261830789,88.46694301974286,87.66276346604216,0.038154460986083494,88.48041331884359,88.10257939152382,64,1e-06,BS64_LR1e-06
13,0.03337586570653957,88.65430103749502,87.63231850117096,0.03814724819388932,88.32910173199231,87.72567521397191,64,1e-06,BS64_LR1e-06
14,0.03326776598148542,88.59692264455842,87.66744730679157,0.0380495962182138,88.43679427228878,87.91909527305405,64,1e-06,BS64_LR1e-06
15,0.033037571469583554,88.71577788706996,87.65105386416862,0.03818010148859979,88.41860218600407,87.89501461639168,64,1e-06,BS64_LR1e-06
